
THE FULL IAU 2000A NUTATION SERIES DATA - 1365 TERMS

The i column is NOT part of the actual data.  It is the reference index number
of the nutation series terms to which the subsequent 20 data elements apply.

=====================================================================================================================================================
                      FUNDAMENTAL ARGUMENT MULTIPLIERS                         LONGITUDE COMPONENTS IN ARC SEC      OBLIQUITY COMPONENTS IN ARC SEC
i    m01  m02  m03  m04  m05  m06  m07  m08  m09  m10  m11  m12  m13  m14        AA           BB          CC          DD           EE          FF
913    0   -3    3    0    0    0    0    0    0    2    0    0   -2    1     0.0000016   0.0         0.0         -0.0000009   0.0         0.0
914    0    0    2    0    0   -2    0    0    0   -2    0    0    2    0    -0.0000003   0.0         0.0          0.0         0.0         0.0
915    0    0   -7    9    0    0    0    0    0    0    0    2   -2    1     0.0         0.0         0.0000003   -0.0000001   0.0         0.0000002
916    0    0    0    0    4   -5    0    0    2    0    0    0    0    0     0.0000007   0.0         0.0         -0.0000003   0.0         0.0
917    0    0    0    0    2    0    0    0    0    0    0    0    0    0    -0.0000025   0.0         0.0000022    0.0         0.0         0.0
918    0    0    0    0    2    0    0    0    1    0    0    0    0    0     0.0000042   0.0         0.0000223   -0.0000022   0.0         0.0000119
919    0    0   -1    0    2    0    0    0    0    0    0    1   -1    1    -0.0000027   0.0        -0.0000143    0.0000014   0.0        -0.0000077
920    0    0    0    0    2    0    0    0    1    0    0    0    0    0     0.0000009   0.0         0.0000049   -0.0000005   0.0         0.0000026
921    0    0    0    0    2    0    0    0    2    0    0    0    0    0    -0.0001166   0.0         0.0          0.0000505   0.0         0.0
922    0    0   -2    0    2    0    0    0    0    0    0    2   -2    2    -0.0000005   0.0         0.0          0.0000002   0.0         0.0
923    0    0    0    0    0    5    0    0    2    0    0    0    0    0    -0.0000006   0.0         0.0          0.0000003   0.0         0.0
924    0    3   -5    0    0    0    0    0    0    0    0    0    0    1    -0.0000008   0.0         0.0          0.0000004   0.0         0.0000001
925    0    3   -4    0    0    0    0    0    0    0    0   -1    1    0     0.0         0.0        -0.0000004    0.0         0.0         0.0
926    0   -3    3    0    0    0    0    0    0    0    0    2   -2    1     0.0000117   0.0         0.0         -0.0000063   0.0         0.0
927    0    0    2   -4    0    0    0    0    0    0    0    0    0    1    -0.0000004   0.0         0.0000008    0.0000002   0.0         0.0000004
928    0    0   -4    4    0    0    0    0    0    0    0    2   -2    1     0.0000003   0.0         0.0         -0.0000002   0.0         0.0
929    0   -5    7    0    0    0    0    0    0    0    0    1   -1    2    -0.0000005   0.0         0.0          0.0000002   0.0         0.0
930    0    0    3   -6    0    0    0    0    0    0    0    0    0    0     0.0         0.0         0.0000031    0.0         0.0         0.0
931    0    0   -3    6    0    0    0    0    1    0    0    0    0    0    -0.0000005   0.0         0.0          0.0000003   0.0         0.0000001
932    0    0   -4    6    0    0    0    0    0    0    0    1   -1    1     0.0000004   0.0         0.0         -0.0000002   0.0         0.0
933    0    0   -3    6    0    0    0    0    1    0    0    0    0    0    -0.0000004   0.0         0.0          0.0000002   0.0         0.0
934    0    0   -3    6    0    0    0    0    2    0    0    0    0    0    -0.0000024   0.0        -0.0000013    0.0000010   0.0        -0.0000006
935    0    2   -2    0    0    0    0    0    0    0    0   -1    1    0     0.0000003   0.0         0.0          0.0         0.0         0.0
936    0    2   -3    0    0    0    0    0    0    0    0    0    0    1     0.0         0.0        -0.0000032    0.0         0.0        -0.0000017
937    0    0   -5    9    0    0    0    0    2    0    0    0    0    0     0.0000008   0.0         0.0000012   -0.0000003   0.0         0.0000005
938    0    0   -5    9    0    0    0    0    1    0    0    0    0    0     0.0000003   0.0         0.0         -0.0000001   0.0         0.0
939    0    0    5   -9    0    0    0    0    0    0    0    0    0    0     0.0000007   0.0         0.0000013    0.0         0.0         0.0
940    0    0    1    0   -2    0    0    0    0    0    0   -1    1    0    -0.0000003   0.0         0.0000016    0.0         0.0         0.0
941    0    0   -2    0    2    0    0    0    0    0    0    2   -2    1     0.0000050   0.0         0.0         -0.0000027   0.0         0.0
942    0    0    1    0    0    0    0    0    0   -2    0    1    1    1     0.0         0.0        -0.0000005    0.0         0.0        -0.0000003
943    0    3   -3    0    0    0    0    0    0    0    0   -2    2    0     0.0000013   0.0         0.0          0.0         0.0         0.0
944    0   -6   10    0    0    0    0    0    1    0    0    0    0    0     0.0         0.0         0.0000005    0.0000001   0.0         0.0000003
945    0   -6   10    0    0    0    0    0    2    0    0    0    0    0     0.0000024   0.0         0.0000005   -0.0000011   0.0         0.0000002
946    0   -2    3    0    0    0    0    0    2    0    0    0    0    0     0.0000005   0.0        -0.0000011   -0.0000002   0.0        -0.0000005
947    0   -2    3    0    0    0    0    0    1    0    0    0    0    0     0.0000030   0.0        -0.0000003   -0.0000016   0.0        -0.0000002
948    0   -2    2    0    0    0    0    0    0    0    0    1   -1    1     0.0000018   0.0         0.0         -0.0000009   0.0         0.0
949    0    2   -3    0    0    0    0    0    0    0    0    0    0    0     0.0000008   0.0         0.0000614    0.0         0.0         0.0
950    0    2   -3    0    0    0    0    0    1    0    0    0    0    0     0.0000003   0.0        -0.0000003   -0.0000002   0.0        -0.0000001
951    0    0    0    0    3    0    0    0    1    0    0    0    0    0     0.0000006   0.0         0.0000017   -0.0000003   0.0         0.0000009
952    0    0   -1    0    3    0    0    0    0    0    0    1   -1    1    -0.0000003   0.0        -0.0000009    0.0000002   0.0        -0.0000005
953    0    0    0    0    3    0    0    0    1    0    0    0    0    0     0.0         0.0         0.0000006   -0.0000001   0.0         0.0000003
954    0    0    0    0    3    0    0    0    2    0    0    0    0    0    -0.0000127   0.0         0.0000021    0.0000055   0.0         0.0000009
955    0    0    4   -8    0    0    0    0    0    0    0    0    0    0     0.0000003   0.0         0.0000005    0.0         0.0         0.0
956    0    0   -4    8    0    0    0    0    2    0    0    0    0    0    -0.0000006   0.0        -0.0000010    0.0000003   0.0        -0.0000004
957    0    0    2    0   -2    0    0    0    0    0    0   -2    2    0     0.0000005   0.0         0.0          0.0         0.0         0.0
958    0    0   -4    7    0    0    0    0    2    0    0    0    0    0     0.0000016   0.0         0.0000009   -0.0000007   0.0         0.0000004
959    0    0   -4    7    0    0    0    0    1    0    0    0    0    0     0.0000003   0.0         0.0         -0.0000002   0.0         0.0
960    0    0    4   -7    0    0    0    0    0    0    0    0    0    0     0.0         0.0         0.0000022    0.0         0.0         0.0
961    0   -2    3    0    0    0    0    0    0    0    0    0    0    1     0.0         0.0         0.0000019    0.0         0.0         0.0000010
962    0    0   -2    0    3    0    0    0    0    0    0    2   -2    1     0.0000007   0.0         0.0         -0.0000004   0.0         0.0
963    0    0   -5   10    0    0    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000005    0.0         0.0        -0.0000002
964    0   -1    2    0    0    0    0    0    0    0    0    0    0    1     0.0         0.0         0.0000003    0.0         0.0         0.0000001
965    0    0    0    0    4    0    0    0    2    0    0    0    0    0    -0.0000009   0.0         0.0000003    0.0000004   0.0         0.0000001
966    0    0   -3    5    0    0    0    0    2    0    0    0    0    0     0.0000017   0.0         0.0         -0.0000007   0.0         0.0
967    0    0   -3    5    0    0    0    0    1    0    0    0    0    0     0.0         0.0        -0.0000003   -0.0000001   0.0        -0.0000002
968    0    0    3   -5    0    0    0    0    0    0    0    0    0    0    -0.0000020   0.0         0.0000034    0.0         0.0         0.0
969    0    1   -2    0    0    0    0    0    1    0    0    0    0    0    -0.0000010   0.0         0.0          0.0000005   0.0         0.0000001
970    0    1   -3    0    0    0    0    0    0    0    0    1   -1    1    -0.0000004   0.0         0.0          0.0000002   0.0         0.0
971    0    1   -2    0    0    0    0    0    0    0    0    0    0    0     0.0000022   0.0        -0.0000087    0.0         0.0         0.0
972    0   -1    2    0    0    0    0    0    1    0    0    0    0    0    -0.0000004   0.0         0.0          0.0000002   0.0         0.0
973    0   -1    2    0    0    0    0    0    2    0    0    0    0    0    -0.0000003   0.0        -0.0000006    0.0000001   0.0        -0.0000002
974    0   -7   11    0    0    0    0    0    2    0    0    0    0    0    -0.0000016   0.0        -0.0000003    0.0000007   0.0        -0.0000001
975    0   -7   11    0    0    0    0    0    1    0    0    0    0    0     0.0         0.0        -0.0000003    0.0         0.0        -0.0000002
976    0    4   -4    0    0    0    0    0    0    0    0   -2    2    0     0.0000004   0.0         0.0          0.0         0.0         0.0
977    0    0    2   -3    0    0    0    0    0    0    0    0    0    0    -0.0000068   0.0         0.0000039    0.0         0.0         0.0
978    0   -4    4    0    0    0    0    0    0    0    0    2   -2    1     0.0000027   0.0         0.0         -0.0000014   0.0         0.0
979    0    4   -5    0    0    0    0    0    0    0    0   -1    1    0     0.0         0.0        -0.0000004    0.0         0.0         0.0
980    0    0    1   -1    0    0    0    0    0    0    0    0    0    0    -0.0000025   0.0         0.0          0.0         0.0         0.0
981    0   -4    7    0    0    0    0    0    1    0    0    0    0    0    -0.0000012   0.0        -0.0000003    0.0000006   0.0        -0.0000002
982    0   -4    6    0    0    0    0    0    0    0    0    1   -1    1     0.0000003   0.0         0.0         -0.0000001   0.0         0.0
983    0   -4    7    0    0    0    0    0    2    0    0    0    0    0     0.0000003   0.0         0.0000066   -0.0000001   0.0         0.0000029
984    0   -4    6    0    0    0    0    0    2    0    0    0    0    0     0.0000490   0.0         0.0         -0.0000213   0.0         0.0
985    0   -4    6    0    0    0    0    0    1    0    0    0    0    0    -0.0000022   0.0         0.0000093    0.0000012   0.0         0.0000049
986    0   -4    5    0    0    0    0    0    0    0    0    1   -1    1    -0.0000007   0.0         0.0000028    0.0000004   0.0         0.0000015
987    0   -4    6    0    0    0    0    0    1    0    0    0    0    0    -0.0000003   0.0         0.0000013    0.0000002   0.0         0.0000007
988    0    4   -6    0    0    0    0    0    0    0    0    0    0    0    -0.0000046   0.0         0.0000014    0.0         0.0         0.0
989    0    2   -2    0    0    0    0    0    0   -2    0    0    2    0    -0.0000005   0.0         0.0          0.0         0.0         0.0
990    0    0    0    1    0    0    0    0    0    0    0    0    0    0     0.0000002   0.0         0.0000001    0.0         0.0         0.0
991    0    1    0    0    0    0    0    0    0    0    0   -1    1    0     0.0         0.0        -0.0000003    0.0         0.0         0.0
992    0    1   -1    0    0    0    0    0    0    0    0    0    0    1    -0.0000028   0.0         0.0          0.0000015   0.0         0.0
993    0    0   -1    0    5    0    0    0    2    0    0    0    0    0     0.0000005   0.0         0.0         -0.0000002   0.0         0.0
994    0    0    1   -3    0    0    0    0    0    0    0    0    0    0     0.0         0.0         0.0000003    0.0         0.0         0.0
995    0    0   -1    3    0    0    0    0    2    0    0    0    0    0    -0.0000011   0.0         0.0          0.0000005   0.0         0.0
996    0    0   -7   12    0    0    0    0    2    0    0    0    0    0     0.0         0.0         0.0000003    0.0         0.0         0.0000001
997    0   -1    1    0    0    0    0    0    2    0    0    0    0    0    -0.0000003   0.0         0.0          0.0000001   0.0         0.0
998    0   -1    1    0    0    0    0    0    1    0    0    0    0    0     0.0000025   0.0         0.0000106   -0.0000013   0.0         0.0000057
999    0   -1    0    0    0    0    0    0    0    0    0    1   -1    1     0.0000005   0.0         0.0000021   -0.0000003   0.0         0.0000011
